"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24","Policy is accepted Managed Legal Entity BPNL","","Mon Oct 27 03:55:52 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","1","verifyCorrectParticipantAgentId_forDsp2025(DataspaceProfileContextRegistry)","","Mon Oct 27 03:57:16 GMT 2025","passed","Mon Oct 27 03:57:16 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyCorrectParticipantAgentId_forDsp2025"
"","6006","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon Oct 27 03:57:59 GMT 2025","passed","Mon Oct 27 03:58:05 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate"
"","3546","Contract policy is fulfilled MembershipCredential","","Mon Oct 27 03:57:42 GMT 2025","passed","Mon Oct 27 03:57:45 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","8345","transferData_withExpiredEdr_shouldReturn4xx()","","Mon Oct 27 04:01:38 GMT 2025","passed","Mon Oct 27 04:01:46 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","transferData_withExpiredEdr_shouldReturn4xx"
"","221","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Mon Oct 27 03:56:08 GMT 2025","passed","Mon Oct 27 03:56:09 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnLegacy_shouldReject"
"","60","Policy is accepted Version Changes","","Mon Oct 27 03:55:50 GMT 2025","passed","Mon Oct 27 03:55:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1663","Policy is accepted MembershipCredential","","Mon Oct 27 03:55:48 GMT 2025","passed","Mon Oct 27 03:55:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","181","Expect the Catalog request to fail if a credential is expired","","Mon Oct 27 03:56:58 GMT 2025","passed","Mon Oct 27 03:56:58 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","catalogRequest_whenCredentialExpired"
"","37","Policy is accepted Access policy with empty permission","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","22","Policy is accepted Liability","","Mon Oct 27 03:55:52 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","6470","httpPushDataTransfer()","","Mon Oct 27 04:00:52 GMT 2025","passed","Mon Oct 27 04:00:58 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushDataTransfer"
"","3173","transferData_privateBackend_withConsumerDataPlane()","","Mon Oct 27 03:56:54 GMT 2025","passed","Mon Oct 27 03:56:57 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","15840","Malicious actor should not impersonate a consumer by creating a VP with the consumer membership credential","","Mon Oct 27 03:56:03 GMT 2025","passed","Mon Oct 27 03:56:19 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","shouldNotImpersonateConsumer_withWrappedConsumerCredential"
"","11381","azureBlobPush_withoutDestFolder()","","Mon Oct 27 03:56:02 GMT 2025","passed","Mon Oct 27 03:56:13 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_withoutDestFolder"
"","11122","shouldTransferOneGbFile()","","Mon Oct 27 03:56:31 GMT 2025","passed","Mon Oct 27 03:56:42 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldTransferOneGbFile"
"","194","4.3.3 Verify invalid access token - jti","","Mon Oct 27 03:55:13 GMT 2025","passed","Mon Oct 27 03:55:14 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenJtiUsedTwice"
"","81","Policy is not accepted Usage policy with empty permission","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","4049","transferData_success_withProxyOriginalResponse()","","Mon Oct 27 03:59:38 GMT 2025","passed","Mon Oct 27 03:59:43 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_success_withProxyOriginalResponse"
"","127","shouldFail_whenDestinationBucketDoesNotExist()","","Mon Oct 27 03:56:30 GMT 2025","passed","Mon Oct 27 03:56:31 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldFail_whenDestinationBucketDoesNotExist"
"","3083","transferData_success_withProxyOriginalResponse()","","Mon Oct 27 03:58:26 GMT 2025","passed","Mon Oct 27 03:58:29 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_success_withProxyOriginalResponse"
"","2161","transferFile_success()","","Mon Oct 27 03:56:28 GMT 2025","passed","Mon Oct 27 03:56:30 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferFile_success"
"","4","verifyAgentId_whenNoMembershipCredential_forDsp08(DataspaceProfileContextRegistry)","","Mon Oct 27 03:57:16 GMT 2025","passed","Mon Oct 27 03:57:16 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyAgentId_whenNoMembershipCredential_forDsp08"
"","36","Policy is accepted MembershipCredential","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","23","Policy is accepted Warranty","","Mon Oct 27 03:55:52 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","25","Policy is not accepted Policy with unknown actions types","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","31","5.4.2.3 Verifier should reject an empty 'presentation' array","","Mon Oct 27 03:55:14 GMT 2025","passed","Mon Oct 27 03:55:14 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_03_presentationResponse_emptyPresentations"
"","339","Consumer gets catalog from the provider. No constraints.","","Mon Oct 27 03:55:29 GMT 2025","passed","Mon Oct 27 03:55:29 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_fulfillsPolicy_shouldReturnOffer"
"","3193","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Oct 27 03:58:23 GMT 2025","passed","Mon Oct 27 03:58:26 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody"
"","13967","transferFile_largeFile(long, Vault) File size bytes: 1073741824","","Mon Oct 27 03:55:38 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","1818","shouldDelegateAuth()","","Mon Oct 27 03:55:53 GMT 2025","passed","Mon Oct 27 03:55:55 GMT 2025","","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","shouldDelegateAuth"
"","461","retireAgreement_shouldFail_whenAgreementDoesNotExist()","","Mon Oct 27 03:57:14 GMT 2025","passed","Mon Oct 27 03:57:14 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","retireAgreement_shouldFail_whenAgreementDoesNotExist"
"","22","Policy is accepted Data Usage End Duration Days","","Mon Oct 27 03:55:52 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","41","Policy is accepted Confidential Information Sharing","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","27","Policy is not accepted Access policy permission with not allowed constraints","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","48","Policy is accepted Affiliates Region (IS_ANY_OF, one element)","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","40","Policy is accepted Empty Policy","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","28","Policy is accepted Contract reference","","Mon Oct 27 03:55:52 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","2048","transferFolder_targetFolderNotExists_shouldCreate(Vault)","","Mon Oct 27 03:55:56 GMT 2025","passed","Mon Oct 27 03:55:58 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFolder_targetFolderNotExists_shouldCreate"
"","2083","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success(Vault)","","Mon Oct 27 03:56:13 GMT 2025","passed","Mon Oct 27 03:56:15 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success"
"","77","Policy is accepted Affiliates Region","","Mon Oct 27 03:55:49 GMT 2025","passed","Mon Oct 27 03:55:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","162","triggerDataTransfer_shouldFail_whenDataFlowIsFinite()","","Mon Oct 27 03:56:51 GMT 2025","passed","Mon Oct 27 03:56:51 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsFinite"
"","45","4.3.1 Verifier should reject an ID token that does not contain an access token","","Mon Oct 27 03:55:13 GMT 2025","passed","Mon Oct 27 03:55:13 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_01_presentationResponse_idTokenNoTokenClaim"
"","25","Policy is accepted Jurisdiction Location","","Mon Oct 27 03:55:52 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","942","refreshEdr()","","Mon Oct 27 03:55:24 GMT 2025","passed","Mon Oct 27 03:55:25 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr"
"","50","Policy is accepted Warranty Duration Months","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","5373","transferData_privateBackend()","","Mon Oct 27 03:57:42 GMT 2025","passed","Mon Oct 27 03:57:47 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_privateBackend"
"","2575","The Authorization header is missing","","Mon Oct 27 03:55:06 GMT 2025","passed","Mon Oct 27 03:55:09 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_missingAuthHeader"
"","1294","Refresh token is null or empty (missing) [1] null","","Mon Oct 27 03:55:10 GMT 2025","passed","Mon Oct 27 03:55:12 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","48","Policy is accepted Jurisdiction Location Reference","","Mon Oct 27 03:55:50 GMT 2025","passed","Mon Oct 27 03:55:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","18459","transferFile_largeFile(long, Vault) File size bytes: 536870912","","Mon Oct 27 03:55:19 GMT 2025","passed","Mon Oct 27 03:55:38 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","150","triggerDataTransfer_shouldFail_whenDataFlowIsNotInStartedState()","","Mon Oct 27 03:56:51 GMT 2025","passed","Mon Oct 27 03:56:51 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsNotInStartedState"
"","14245","transferData_withTerminate()","","Mon Oct 27 03:58:09 GMT 2025","passed","Mon Oct 27 03:58:23 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withTerminate"
"","315","Provider gets 400 when empty asset selector is used","","Mon Oct 27 03:56:08 GMT 2025","passed","Mon Oct 27 03:56:08 GMT 2025","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldFail_whenContractDefinitionHasEmptyAssetSelector"
"","113","X.X Verifier should reject Presentations where at least 1 credential schema is violated","","Mon Oct 27 03:55:14 GMT 2025","passed","Mon Oct 27 03:55:14 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_x_x_presentationResponse_invalidCredentialSchema"
"","160","Expect the Catalog request to fail if a credential is expired","","Mon Oct 27 03:57:42 GMT 2025","passed","Mon Oct 27 03:57:42 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialExpired"
"","4081","transferData_failing_withProxyOriginalResponse()","","Mon Oct 27 03:59:15 GMT 2025","passed","Mon Oct 27 03:59:19 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_failing_withProxyOriginalResponse"
"","10191","transferData_withAutomaticRefresh()","","Mon Oct 27 04:01:28 GMT 2025","passed","Mon Oct 27 04:01:38 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","transferData_withAutomaticRefresh"
"","75","5.4.3 Verifier should reject Presentations where the holder does not match the credentialSubject.id","","Mon Oct 27 03:55:14 GMT 2025","passed","Mon Oct 27 03:55:14 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_presentationResponse_holderNotEqualSubjectId"
"","4008","transferData_privateBackend_withConsumerDataPlane()","","Mon Oct 27 03:59:02 GMT 2025","passed","Mon Oct 27 03:59:06 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_privateBackend_withConsumerDataPlane"
"","1277","Refresh token is null or empty (missing) [2] ","","Mon Oct 27 03:55:12 GMT 2025","passed","Mon Oct 27 03:55:13 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","1249","Refresh token success","","Mon Oct 27 03:55:18 GMT 2025","passed","Mon Oct 27 03:55:19 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_success"
"","24","Policy is accepted Precedence","","Mon Oct 27 03:55:52 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","599","Verify HTTP 403 response when refreshing the token is not allowed","","Mon Oct 27 03:55:25 GMT 2025","passed","Mon Oct 27 03:55:26 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_unauthorized"
