"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1290","The refresh token does not match the stored one","","Mon Oct 27 03:55:14 GMT 2025","passed","Mon Oct 27 03:55:15 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_withWrongRefreshToken"
"","45","Policy is accepted Liability","","Mon Oct 27 03:55:50 GMT 2025","passed","Mon Oct 27 03:55:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","4","verifyCorrectParticipantAgentId_forDsp08(DataspaceProfileContextRegistry)","","Mon Oct 27 03:57:16 GMT 2025","passed","Mon Oct 27 03:57:16 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyCorrectParticipantAgentId_forDsp08"
"","2038","transferFile_targetContainerNotExist_shouldFail(Vault)","","Mon Oct 27 03:55:58 GMT 2025","passed","Mon Oct 27 03:56:00 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_targetContainerNotExist_shouldFail"
"","1883","trigger_shouldReturnSuccess_whenAllValidationsSucceed()","","Mon Oct 27 03:56:48 GMT 2025","passed","Mon Oct 27 03:56:50 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","trigger_shouldReturnSuccess_whenAllValidationsSucceed"
"","6053","azureBlobPush_withDestFolder()","","Mon Oct 27 03:56:13 GMT 2025","passed","Mon Oct 27 03:56:19 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_withDestFolder"
"","49","4.3.3 Verify invalid access token - expired","","Mon Oct 27 03:55:13 GMT 2025","passed","Mon Oct 27 03:55:13 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenExpired"
"","24","Policy is accepted Warranty Duration Months","","Mon Oct 27 03:55:52 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","75","5.4.2.1 Verifier should reject a presentation response message that contains a different credential than requested","","Mon Oct 27 03:55:14 GMT 2025","passed","Mon Oct 27 03:55:14 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_01_presentationResponse_tooFewCredentials"
"","43","Policy is accepted Managed Legal Entity BPNL","","Mon Oct 27 03:55:50 GMT 2025","passed","Mon Oct 27 03:55:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","6142","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Oct 27 03:57:53 GMT 2025","passed","Mon Oct 27 03:57:59 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody"
"","74","5.4.2.4 Verifier should reject an a presentation where a requested credential is missing","","Mon Oct 27 03:55:14 GMT 2025","passed","Mon Oct 27 03:55:14 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_04_presentationResponse_emptyCredentials"
"","49","Policy is accepted Data Usage End Date","","Mon Oct 27 03:55:50 GMT 2025","passed","Mon Oct 27 03:55:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","3","verifyAgentId_whenNoMembershipCredential_forDsp2025(DataspaceProfileContextRegistry)","","Mon Oct 27 03:57:16 GMT 2025","passed","Mon Oct 27 03:57:16 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyAgentId_whenNoMembershipCredential_forDsp2025"
"","36","4.3.3 Verify invalid access token - sub does not match DID document id","","Mon Oct 27 03:55:14 GMT 2025","passed","Mon Oct 27 03:55:14 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectSub"
"","2040","transferFile_success(Vault)","","Mon Oct 27 03:55:54 GMT 2025","passed","Mon Oct 27 03:55:56 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_success"
"","32","Provider gets 400 when no asset selector is used","","Mon Oct 27 03:56:08 GMT 2025","passed","Mon Oct 27 03:56:08 GMT 2025","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldFail_whenContractDefinitionHasNoAssetSelector"
"","189","Verify HTTP 200 response and body when refreshing succeeds","","Mon Oct 27 03:55:32 GMT 2025","passed","Mon Oct 27 03:55:32 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_success"
"","34","Policy is accepted DataExchangeGovernance use case","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","50","5.4.3.6 Verifier should reject a credential that is not yet valid","","Mon Oct 27 03:55:14 GMT 2025","passed","Mon Oct 27 03:55:14 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_06_presentationResponse_notYetValidCredential"
"","347","Expect the Catalog request to fail if a credential is revoked","","Mon Oct 27 03:56:57 GMT 2025","passed","Mon Oct 27 03:56:58 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","catalogRequest_whenCredentialRevoked"
"","10233","transferFile_withBucketCreation_success()","","Mon Oct 27 03:57:26 GMT 2025","passed","Mon Oct 27 03:57:36 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","transferFile_withBucketCreation_success"
"","6167","transferFile_success()","","Mon Oct 27 03:57:36 GMT 2025","passed","Mon Oct 27 03:57:42 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","transferFile_success"
"","5659","Verify that the callbacks are invoked when negotiating an EDR","","Mon Oct 27 03:55:53 GMT 2025","passed","Mon Oct 27 03:55:59 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.NegotiateEdrTest","org.eclipse.tractusx.edc.tests.edrv2.NegotiateEdrTest","negotiateEdr_shouldInvokeCallbacks"
"","45","Policy is accepted Managed Legal Entity Region","","Mon Oct 27 03:55:50 GMT 2025","passed","Mon Oct 27 03:55:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","23","Policy is accepted Jurisdiction Location Reference","","Mon Oct 27 03:55:52 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","27","Policy is not accepted Usage policy obligation with not allowed constraints","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","54","4.3.3 Verify invalid access token - auth token bound to a different iss/sub","","Mon Oct 27 03:55:13 GMT 2025","passed","Mon Oct 27 03:55:13 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenInvalidIssuerSub"
"","23","Policy is accepted Business Partner Group","","Mon Oct 27 03:55:52 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","1238","BusinessPartnerCreated event is published","","Mon Oct 27 03:55:33 GMT 2025","passed","Mon Oct 27 03:55:34 GMT 2025","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerCreatedEvent"
"","34","Policy is accepted Affiliates BPNL","","Mon Oct 27 03:55:52 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","37","4.3.3 Verify invalid access token - incorrect aud","","Mon Oct 27 03:55:14 GMT 2025","passed","Mon Oct 27 03:55:14 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectAud"
"","5812","When multiple requests to refresh, to different edrs, verify all return non expired token","","Mon Oct 27 03:55:26 GMT 2025","passed","Mon Oct 27 03:55:32 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_subsequentRequestReturn"
"","6801","transferData_withSuspendResume()","","Mon Oct 27 03:59:43 GMT 2025","passed","Mon Oct 27 03:59:49 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_withSuspendResume"
"","48","Policy is accepted ContractTermination","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","7408","Verify all existing TPs related to an agreement are terminated upon its retirement","","Mon Oct 27 03:57:14 GMT 2025","passed","Mon Oct 27 03:57:22 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","retireAgreement_shouldCloseTransferProcesses"
"","50","Policy is accepted Exclusive Usage","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","44","Provider gets 200 when asset selector has a valid criterion","","Mon Oct 27 03:56:08 GMT 2025","passed","Mon Oct 27 03:56:08 GMT 2025","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldPass_whenContractDefinitionHasCorrectAssetSelector"
"","7129","azureBlobPush_containerNotExist()","","Mon Oct 27 03:56:19 GMT 2025","passed","Mon Oct 27 03:56:26 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_containerNotExist"
"","97","5.1 Verifier should accept a valid PresentationResponseMessage","","Mon Oct 27 03:55:14 GMT 2025","passed","Mon Oct 27 03:55:15 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_01_presentationResponse_success"
"","38939","Catalog with 1000 offers","","Mon Oct 27 03:55:29 GMT 2025","passed","Mon Oct 27 03:56:08 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_of1000Assets_shouldContainAll"
"","2038","transferFile_azureToS3(Vault)","","Mon Oct 27 03:56:17 GMT 2025","passed","Mon Oct 27 03:56:19 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3"
"","25","Policy is accepted Data Usage End Date","","Mon Oct 27 03:55:52 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","54","Policy is accepted Affiliates BPNL","","Mon Oct 27 03:55:50 GMT 2025","passed","Mon Oct 27 03:55:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","154","Verify the refresh endpoint is not called when token not yet expired","","Mon Oct 27 03:55:25 GMT 2025","passed","Mon Oct 27 03:55:25 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_notExpired_shouldNotCallEndpoint"
"","5132","transferData_withSuspendResume()","","Mon Oct 27 03:58:29 GMT 2025","passed","Mon Oct 27 03:58:35 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withSuspendResume"
"","143","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist()","","Mon Oct 27 03:56:51 GMT 2025","passed","Mon Oct 27 03:56:51 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist"
"","51","Policy is accepted Data Usage End Duration Days","","Mon Oct 27 03:55:50 GMT 2025","passed","Mon Oct 27 03:55:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2461","Consumer gets cached catalog with provider entry","","Mon Oct 27 03:56:29 GMT 2025","passed","Mon Oct 27 03:56:31 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest","requestCatalog_fulfillsPolicy_shouldReturnOffer"
"","27","Policy is not accepted Access Policy with prohibition rule","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","766","4.3.3 Verify invalid access token - nbf in future","","Mon Oct 27 03:55:12 GMT 2025","passed","Mon Oct 27 03:55:13 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenNbfInFuture"
"","3432","transferData_failing_withProxyOriginalResponse()","","Mon Oct 27 03:58:05 GMT 2025","passed","Mon Oct 27 03:58:09 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_failing_withProxyOriginalResponse"
"","17","Verifier should reject an auth token without the Bearer prefix","","Mon Oct 27 03:55:13 GMT 2025","passed","Mon Oct 27 03:55:13 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","presentationResponse_rejectMissingBearerPrefix"
"","2043","transferFile_s3ToAzureMultipleFiles(Vault)","","Mon Oct 27 03:56:19 GMT 2025","passed","Mon Oct 27 03:56:21 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles"
"","567","refreshEdr_whenNotAuthorized()","","Mon Oct 27 03:55:32 GMT 2025","passed","Mon Oct 27 03:55:32 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotAuthorized"
"","25","Policy is not accepted Policy with different actions types","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","2037","transferMultipleFiles()","","Mon Oct 27 03:56:42 GMT 2025","passed","Mon Oct 27 03:56:44 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferMultipleFiles"
"","49","Policy is accepted Warranty","","Mon Oct 27 03:55:50 GMT 2025","passed","Mon Oct 27 03:55:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2912","Contract policy is fulfilled DataExchangeGovernance use case","","Mon Oct 27 03:57:45 GMT 2025","passed","Mon Oct 27 03:57:48 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","2240","Verify the refresh endpoint is not called when auto_refresh=false","","Mon Oct 27 03:55:22 GMT 2025","passed","Mon Oct 27 03:55:24 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_whenNotAutorefresh_shouldNotCallEndpoint"
"","55","Policy is accepted Precedence","","Mon Oct 27 03:55:50 GMT 2025","passed","Mon Oct 27 03:55:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","40","Policy is accepted Affiliates Region","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","3053","Contract policy is fulfilled DataExchangeGovernance use case","","Mon Oct 27 03:57:01 GMT 2025","passed","Mon Oct 27 03:57:04 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","30","Policy is not accepted Policy with mutually exclusive constraints","","Mon Oct 27 03:55:51 GMT 2025","passed","Mon Oct 27 03:55:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","36","Policy is accepted Data Frequency","","Mon Oct 27 03:55:52 GMT 2025","passed","Mon Oct 27 03:55:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","1339","The sign key of the authentication token is different from the public key from the DID","","Mon Oct 27 03:55:15 GMT 2025","passed","Mon Oct 27 03:55:17 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_spoofedAuthToken"
